x,y,fid,id,tsevent_id,year,month,day,date_strin,arr_day,arr_hour,arr_min,trav_hours,trav_mins,period,first_moti,latitude,longitude,location,location_n,area,country,region_cod,runup_ht,runup_ht_r,runup_hori,type_measu,type_mea_1,damage_mil,damage_amo,damage_des,deaths,deaths_amo,deaths_des,injuries,injuries_a,injuries_d,houses_des,houses_amo,houses_d_1,houses_dam,houses_d_2,houses_d_3,comments,doubtful,dist_from,event_regi,event_re_1,pred_trav,pred_trav1,url,tsevent_ur,hour,minute,second,region,cause_code,cause,event_vali,event_va_1,eq_mag_unk,eq_mag_mb,eq_mag_ms,eq_mag_mw,eq_mag_ml,eq_mag_mfa,eq_magnitu,eq_magni_1,eq_depth,max_event,ts_mt_abe,ts_mt_ii,ts_intensi,missing,missing_am,missing_de,warning_st,num_runup,id_runup,has_ref,id_ref,slides_url,num_slides,map_slide,map_eq_id,damage_m_1,damage_a_1,damage_tot,houses_d_4,houses_a_1,houses_tot,deaths_tot,deaths_a_1,deaths_t_1,injuries_t,injuries_1,injuries_2,missing_to,missing_1,missing_2,map_vol_id,houses_d_5,houses_d_6,houses_d_7,num_deposi
-124.192,43.352,10667,25558,5467,2012,10,28,2012/10/28,28,5,23,2,19,0,R,43.352,-124.192,POINT(-124.192 43.352),"CHARLESTON, OR",OR,USA,88,0.13,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,,,1201,88,West Coast of North and Central America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=25558","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=5467",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-122.27,37.79,10668,19120,5413,2011,3,11,2011/03/11,11,16,36,10,49,0,R,37.79,-122.27,POINT(-122.27 37.79),"ALAMEDA, CA",CA,USA,88,0.51,1,0,2,Tide-gauge measurement,0,1,Limited (<$1 million),0,0,,0,0,,0,0,,0,0,,"Alameda/Oakland 4-6 knots current velocity 
(Velocity estimates were gathered from eyewitness accounts 
and preliminary video evaluations). (reference #9536)
<P>Minor damage at nearby Berkeley Marina. (reference #9918)",,7922,85,Japan,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=19120","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=5413",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-124.497,42.737,10669,25560,5467,2012,10,28,2012/10/28,28,5,21,2,17,0,R,42.737,-124.497,POINT(-124.497 42.737),"PORT ORFORD, OR",OR,USA,88,0.23,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,,,1253,88,West Coast of North and Central America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=25560","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=5467",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-120.673,34.4683,10670,19137,5413,2011,3,11,2011/03/11,0,0,0,0,0,0,,34.4683,-120.673,POINT(-120.673 34.4683),"PLATFORM HARVEST, CA",CA,USA,88,0.15,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,,,8252,85,Japan,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=19137","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=5413",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-157.763206,21.275737,8168,29223,5413,2011,3,11,2011/03/11,0,0,0,0,0,0,,21.275737,-157.763206,POINT(-157.763206 21.275737),"WAILUPE BEFORE BEACH PARK, OAHU, HI",HI,USA,80,1.22,2,1.91,5,"Runup height, post-tsunami survey measurement",0,0,,0,0,,0,0,,0,0,,0,0,,"Data Pt No.25, Site No. OSS6, Data ID No. 2011_OA24. Collected on 16 March 2011, 17:30 local time, by Observer Volker Roeber. (Reference #10854)",,5973,85,Japan,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=29223","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=5413",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-124.184,41.7456,10671,25561,5467,2012,10,28,2012/10/28,28,5,44,2,40,0,R,41.7456,-124.184,POINT(-124.184 41.7456),"CRESCENT CITY, CA",CA,USA,88,0.44,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,,,1364,88,West Coast of North and Central America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=25561","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=5467",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-124.217,40.767,10672,25563,5467,2012,10,28,2012/10/28,28,5,46,2,42,0,R,40.767,-124.217,POINT(-124.217 40.767),"NORTH SPIT, HUMBOLDT BAY, CA",CA,USA,88,0.12,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,,,1464,88,West Coast of North and Central America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=25563","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=5467",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-122.975,37.997,10673,19139,5413,2011,3,11,2011/03/11,11,15,53,10,6,0,,37.997,-122.975,POINT(-122.975 37.997),"POINT REYES, CA",CA,USA,88,1.35,2,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,,,7858,85,Japan,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=19139","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=5413",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-124.817,49.233,10674,19140,5413,2011,3,11,2011/03/11,0,0,0,0,0,0,,49.233,-124.817,POINT(-124.817 49.233),"PORT ALBERNI, BRITISH COLUMBIA",BC,CANADA,88,0.68,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,,,7077,85,Japan,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=19140","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=5413",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-123.44,48.125,10675,19141,5413,2011,3,11,2011/03/11,11,16,14,10,27,0,,48.125,-123.44,POINT(-123.44 48.125),"PORT ANGELES, WA",WA,USA,88,0.59,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,,,7226,85,Japan,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=19141","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=5413",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-122.038,38.057,10676,19142,5413,2011,3,11,2011/03/11,11,17,50,0,0,0,R,38.057,-122.038,POINT(-122.038 38.057),"PORT CHICAGO, CA",CA,USA,88,0.04,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"Port Chicago, peak amplitude 0.04 m, arrival time March 11 1750 UTC, peak arrival time Mar 12 0950 UTC. (reference #9311)
<P>Port Chicago (Martinez/Pittsburgh), peak amplitude 0.06 m, arrival time 950 (local time). (reference #9536)",,7922,85,Japan,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=19142","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=5413",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-122.135,46.273,10677,10383,3018,1980,5,18,1980/05/18,0,0,0,0,0,0,,46.273,-122.135,POINT(-122.135 46.273),"SPIRIT LAKE WEST, WA",WA,USA,88,250,5,0,7,Seiche,0,0,,0,0,,0,0,,0,0,,0,0,,"On 18 May 1980 the upper 1500 ft (460 m) including the former summit of Mount St. Helens suddenly detached as a gigantic landslide (debris avalanche). The great avalanche slipped off the volcano and slammed into Spirit Lake, raising the lake surface by 6",,9,88,West Coast of North and Central America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=10383","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=3018",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-122.124,46.277,10678,10384,3018,1980,5,18,1980/05/18,0,0,0,0,0,0,,46.277,-122.124,POINT(-122.124 46.277),"SPIRIT LAKE EAST, WA",WA,USA,88,225,5,0,7,Seiche,0,0,,0,0,,0,0,,0,0,,0,0,,"On 18 May 1980 the upper 1500 ft (460 m) including the former summit of Mount St. Helens suddenly detached as a gigantic landslide (debris avalanche). 
<P>
The tsunami [seiche] swept up the east arm of the lake. Its upper limit along the north side of",,10,88,West Coast of North and Central America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=10384","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=3018",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-123.37,48.42,10679,30292,1902,1960,5,22,1960/05/22,23,12,58,0,0,0,,48.42,-123.37,POINT(-123.37 48.42),"VICTORIA, BRITISH COLUMBIA",,CANADA,88,0.37,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"<P><blockquote><i>Reference #10975:</blockquote></i>
<P>Max rise or fall 2.4 ft [double amplitude].
<P>Local time of arrival 04:58.",,10899,89,West Coast of South America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=30292","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1902",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-123.45,48.77,10680,30293,1902,1960,5,22,1960/05/22,0,0,0,0,0,0,,48.77,-123.45,POINT(-123.45 48.77),"FULFORD HARBOUR, BRITISH COLUMBIA",,CANADA,88,0.15,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"<P><blockquote><i>Reference #10975:</blockquote></i>
<P>Max rise or fall 1.0 ft [double amplitude].",,10934,89,West Coast of South America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=30293","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1902",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-156.445,20.657,8169,8889,1902,1960,5,22,1960/05/22,0,0,0,0,0,0,,20.657,-156.445,POINT(-156.445 20.657),"MAKENA, MAUI, HI",HI,USA,80,3,3,0,5,"Runup height, post-tsunami survey measurement",0,0,,0,0,,0,0,,0,0,,0,0,,Runup height measurement is relative to mean lower low water.,,10798,89,West Coast of South America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=8889","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1902",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-125.35,49.0,10681,30294,1902,1960,5,22,1960/05/22,23,12,22,0,0,0,,49,-125.35,POINT(-125.35 49),BARKLEY SOUND,,CANADA,88,0.52,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"<P><blockquote><i>Reference #10975:</blockquote></i>
<P>Max rise or fall 3.4 ft [double amplitude].
<P>Local time of arrival 04:22.",,11037,89,West Coast of South America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=30294","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1902",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-120.755,35.17666,10682,19112,5413,2011,3,11,2011/03/11,11,16,10,10,23,30,R,35.17666,-120.755,POINT(-120.755 35.17666),"PORT SAN LUIS, CA",CA,USA,88,2.02,3,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"Port San Luis, CA, arrival time March 11, 1610 UTC\), peak amplitude 2.02 m, time of peak amplitude March 11 1936 UTC, first motion rise. (reference #9311)
<P>Port San Luis, 5 knots current velocity (Velocity estimates were gathered from eyewitness acco",,8200,85,Japan,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=19112","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=5413",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-122.9,49.2,10683,30311,1954,1964,3,28,1964/03/28,28,10,30,0,0,0,,49.2,-122.9,POINT(-122.9 49.2),"NEW WESTMINSTER, BRITISH COLUMBIA",BC,CANADA,88,0,0,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"<P><blockquote><i>Reference #4153:</blockquote></i>
<P>Indeterminate. Time of arrival 10:30. 
<P><blockquote><i>Reference #1766:</blockquote></i>
<P>Indeterminate.",,2029,87,Alaska (including Aleutian Islands),0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=30311","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1954",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-125.913,49.153,10684,19577,5413,2011,3,11,2011/03/11,0,0,0,0,0,0,,49.153,-125.913,POINT(-125.913 49.153),"TOFINO, BRITISH COLUMBIA",BC,CANADA,88,0.62,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,,,7011,85,Japan,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=19577","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=5413",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-123.12,49.28,10685,30312,1954,1964,3,28,1964/03/28,28,9,20,0,0,120,R,49.28,-123.12,POINT(-123.12 49.28),VANCOUVER,BC,CANADA,88,0.09,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"<P><blockquote><i>Reference #4153:</blockquote></i>
<P>Vancouver. 49.28 N, 123.12 W. 0.09 m (+).
<P><blockquote><i>Reference #1766:</blockquote></i>
<P>Period 120 minutes.",,2012,87,Alaska (including Aleutian Islands),0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=30312","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1954",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-124.11,46.908,10686,10261,3016,2006,11,15,2006/11/15,0,0,0,0,0,0,,46.908,-124.11,POINT(-124.11 46.908),"WESTPORT, WA",WA,USA,88,0.05,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,,,5983,86,Kamchatka and Kuril Islands,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=10261","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=3016",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-124.817,49.233,10687,4393,1954,1964,3,28,1964/03/28,28,8,10,4,34,0,,49.233,-124.817,POINT(-124.817 49.233),"PORT ALBERNI, BRITISH COLUMBIA",BC,CANADA,88,6.4,4,0,5,"Runup height, post-tsunami survey measurement",5,2,Moderate (~$1 to $5 million),0,0,,0,0,,58,2,Some (~51 to 100 houses),260,3,Many (~101 to 1000 houses),"<P><blockquote><i>Reference #4153:</blockquote></i>
<P>Damage was extensive and widespread, although most of the damage occurred at the twin cities of Alberni and Port Alberni. 
<P>Three main waves struck Port Alberni on March 28, 1964.
According to t",,1938,87,Alaska (including Aleutian Islands),0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=4393","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1954",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-124.637,47.909,10688,10262,3016,2006,11,15,2006/11/15,0,0,0,0,0,0,,47.909,-124.637,POINT(-124.637 47.909),"LA PUSH, WA",WA,USA,88,0.16,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,,,5890,86,Kamchatka and Kuril Islands,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=10262","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=3016",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-124.06,44.65,10689,10263,3016,2006,11,15,2006/11/15,0,0,0,0,0,0,,44.65,-124.06,POINT(-124.06 44.65),"NEWPORT, OR",OR,USA,88,0.1,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,,,6123,86,Kamchatka and Kuril Islands,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=10263","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=3016",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-124.637,47.909,10690,4564,1954,1964,3,28,1964/03/28,28,7,25,3,49,0,,47.909,-124.637,POINT(-124.637 47.909),"LA PUSH, WA",WA,USA,88,1,2,0,1,Eyewitness measurement,0,1,Limited (<$1 million),0,0,,0,0,,0,0,,0,0,,"<P><blockquote><i>Reference #237:</blockquote></i>
<P>The second and highest wave occurred at 1155 P.M. and was reported as 5.3 feet above predicted tide at the Patterson and Butts Dock. It was a gradual rise of the water and not a bore. Several boats a",,2062,87,Alaska (including Aleutian Islands),0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=4564","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1954",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-156.396,20.919,8170,8873,1902,1960,5,22,1960/05/22,0,0,0,0,0,0,,20.919,-156.396,POINT(-156.396 20.919),"PAIA BAY, MAUI, HI",HI,USA,80,3.4,3,0,5,"Runup height, post-tsunami survey measurement",0,0,,0,0,,0,0,,0,0,,0,0,,Runup height measurement is relative to mean lower low water.,,10812,89,West Coast of South America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=8873","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1902",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-124.637,47.909,10691,9460,2749,2006,5,3,2006/05/03,0,0,0,0,0,1,,47.909,-124.637,POINT(-124.637 47.909),"LA PUSH, WA",WA,USA,88,0.06,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"A plot of the station time series data for
<a href=""http://wcatwc.arh.noaa.gov/5-3-2006/LaPushWA.jpg""> LA Push, Washington</a> and the ASCII time series <a href=""http://wcatwc.arh.noaa.gov/5-3-2006/LaPush.txt""> data file</a>
are available from the <a h",,9034,81,"E Coast Australia, New Zealand, South Pacific Is.",0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=9460","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=2749",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-124.612,48.367,10692,4565,1954,1964,3,28,1964/03/28,28,7,18,3,42,22,R,48.367,-124.612,POINT(-124.612 48.367),"NEAH BAY, WA",WA,USA,88,0.82,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"<P><blockquote><i>Reference #237:</blockquote></i>
<P>Recorded instrumentally with an amplitude of 2.35 feet. Considerable amounts of driftwood was deposited on the beach at Cape Flattery Lighthouse (Darling, April 22, 1964).  
<P>Max runup 0.7 m. 
<P",,2023,87,Alaska (including Aleutian Islands),0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=4565","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1954",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-126.88,51.08,10693,30295,1902,1960,5,22,1960/05/22,0,0,0,0,0,0,,51.08,-126.88,POINT(-126.88 51.08),SEYMOUR INLET,,CANADA,88,0.02,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"<P><blockquote><i>Reference #10975:</blockquote></i>
<P>Max rise or fall 0.1 ft [double amplitude].",,11287,89,West Coast of South America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=30295","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1902",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
-126.93,50.58,10694,30296,1902,1960,5,22,1960/05/22,23,13,45,0,0,0,,50.58,-126.93,POINT(-126.93 50.58),"ALERT BAY, BRITISH COLUMBIA",,CANADA,88,0.23,1,0,2,Tide-gauge measurement,0,0,,0,0,,0,0,,0,0,,0,0,,"<P><blockquote><i>Reference #10975:</blockquote></i>
<P>Max rise or fall 1.5 ft [double amplitude].
<P>Local time of arrival 05:45.",,11246,89,West Coast of South America,0,false,"http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=10&d=99,185,186,76,78&nd=display&EQ_0=30296","http://www.ngdc.noaa.gov/nndc/struts/results?t=101650&s=9&d=99,91,95,93&nd=display&EQ_0=1902",0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0
